,COD-LOJA,COD-PLU,QTD-EMBAL
723,1299,1118090,1
724,1299,1118818,1
725,1299,1119180,1
726,1299,1119338,1
727,1299,1120732,2
728,1299,1120733,2
729,1299,1120921,0
730,1299,1120924,0
731,1299,1120925,0
732,1299,1121007,1
733,1299,1121394,1
734,1299,1121810,2
735,1299,1121978,1
736,1299,1122401,2
737,1299,1122590,1
738,1299,1122732,2
739,1299,1123004,1
740,1299,1123077,1
741,1299,1123517,1
742,1299,1125048,1
743,1299,1125059,1
744,1299,1125060,1
745,1299,1125573,3
746,1299,1126230,1
747,1299,1126375,1
748,1299,1126384,1
749,1299,1126385,1
750,1299,1126421,1
751,1299,1126424,1
752,1299,1127345,1
753,1299,1127450,0
754,1299,1127451,0
755,1299,1127452,0
756,1299,1127488,2
757,1299,1127538,1
758,1299,1127540,1
759,1299,1127541,1
760,1299,1127726,1
761,1299,1127810,1
762,1299,1128126,1
763,1299,1128197,1
764,1299,1128198,1
765,1299,1128669,1
766,1299,1128818,5
767,1299,1128820,3
768,1299,1128824,0
769,1299,1128830,1
770,1299,1129707,0
771,1299,1129720,1
772,1299,1129930,1
773,1299,1130025,1
774,1299,1130043,1
775,1299,1130113,1
776,1299,1130321,1
777,1299,1130399,1
778,1299,1130411,1
779,1299,1130562,5
780,1299,1130615,1
781,1299,1131124,1
782,1299,1131387,1
783,1299,1133063,1
784,1299,1133356,2
785,1299,1134093,1
786,1299,1134292,1
787,1299,1134884,1
788,1299,1134966,1
789,1299,1135230,2
790,1299,1135666,1
791,1299,1135667,2
792,1299,1135711,1
793,1299,1135712,1
794,1299,1135987,1
795,1299,1136007,1
796,1299,1136086,1
797,1299,1136108,1
798,1299,1136769,1
799,1299,1136985,1
800,1299,1138007,1
801,1299,1138091,2
802,1299,1138154,1
803,1299,1138171,1
804,1299,1139693,2
805,1299,1140083,1
806,1299,1140086,1
807,1299,1140317,1
808,1299,1140445,1
809,1299,1140447,1
810,1299,1140448,1
811,1299,1140449,1
812,1299,1140690,1
813,1299,1140735,1
814,1299,1141150,0
815,1299,1141151,0
816,1299,1141152,0
817,1299,1141154,0
818,1299,1141155,0
819,1299,1141156,0
820,1299,1141157,0
821,1299,1141422,0
822,1299,1141617,1
823,1299,1141747,1
824,1299,1141997,1
825,1299,1142186,1
826,1299,1142513,20
827,1299,1142540,1
828,1299,1142973,1
829,1299,1143100,1
830,1299,1143101,3
831,1299,1143327,1
832,1299,1143343,1
833,1299,1143559,1
834,1299,1144166,1
835,1299,1144169,1
836,1299,1144289,1
837,1299,1144398,1
838,1299,1144399,1
839,1299,1144414,1
840,1299,1144492,1
841,1299,1144912,1
842,1299,1144913,0
843,1299,1144914,1
844,1299,1144915,0
845,1299,1145283,2
846,1299,1145937,1
847,1299,1146267,2
848,1299,1146464,4
849,1299,1146656,0
850,1299,1146658,0
851,1299,1146670,0
852,1299,1146671,0
853,1299,1146672,0
854,1299,1146934,0
855,1299,1147097,1
856,1299,1147114,1
857,1299,1147115,1
858,1299,1147116,1
859,1299,1147215,1
860,1299,1148203,1
861,1299,1148358,1
862,1299,1148382,1
863,1299,1148383,0
864,1299,1148703,1
865,1299,1148717,0
866,1299,1148739,1
867,1299,1148941,1
868,1299,1148942,1
869,1299,1148946,1
870,1299,1148948,5
871,1299,1149072,6
872,1299,1149261,1
873,1299,1149267,2
874,1299,1149268,2
875,1299,1149362,1
876,1299,1149363,1
877,1299,1149626,1
878,1299,1149674,1
879,1299,1150045,1
880,1299,1150346,1
881,1299,1150368,1
882,1299,1150384,1
883,1299,1150614,1
884,1299,1150615,1
885,1299,1150954,0
886,1299,1150955,2
887,1299,1150990,1
888,1299,1150992,1
889,1299,1151032,1
890,1299,1151088,3
891,1299,1151828,1
892,1299,1151998,1
893,1299,1152002,1
894,1299,1152535,1
895,1299,1153076,1
896,1299,1153233,0
897,1299,1153261,1
898,1299,1153381,1
899,1299,1153597,1
900,1299,1154067,1
901,1299,1155169,1
902,1299,1155172,1
903,1299,1155173,1
904,1299,1155176,2
905,1299,1155426,1
906,1299,1157263,1
907,1299,1157625,1
908,1299,1157870,1
909,1299,1157873,1
910,1299,1158266,1
911,1299,1158268,1
912,1299,1158269,1
913,1299,1158281,1
914,1299,1159141,1
915,1299,1159460,2
916,1299,1159461,2
917,1299,1159463,2
918,1299,1159464,2
919,1299,1159465,2
920,1299,1159466,1
921,1299,1159468,1
922,1299,1159512,1
923,1299,1159678,1
924,1299,1159917,1
925,1299,1159918,0
926,1299,1160102,1
927,1299,1161311,1
928,1299,1161455,1
929,1299,1161561,1
930,1299,1161563,1
931,1299,1161565,1
932,1299,1161566,1
933,1299,1161567,1
934,1299,1161568,1
935,1299,1161579,1
936,1299,1161669,1
937,1299,1162059,2
938,1299,1162599,3
939,1299,1162601,2
940,1299,1162719,1
941,1299,1163074,1
942,1299,1163362,8
943,1299,1163363,8
944,1299,1163484,1
945,1299,1163763,1
946,1299,1163805,1
947,1299,1164103,1
948,1299,1164493,0
949,1299,1164498,0
950,1299,1165222,1
951,1299,1165300,1
952,1299,1165305,1
953,1299,1165413,20
954,1299,1165802,1
955,1299,1166162,1
956,1299,1166164,1
957,1299,1166197,1
958,1299,1166201,1
959,1299,1166202,1
960,1299,1166213,1
961,1299,1166214,1
962,1299,1166215,1
963,1299,1167321,1
964,1299,1167380,1
965,1299,1168457,2
966,1299,1168564,1
967,1299,1168694,1
968,1299,1168859,1
969,1299,1168963,1
970,1299,1171075,1
971,1299,1171082,1
972,1299,1171318,1
973,1299,1171537,3
974,1299,1171625,1
975,1299,1171753,1
976,1299,1171879,0
977,1299,1171880,0
978,1299,1172054,1
979,1299,1172341,5
980,1299,1172343,2
981,1299,1172349,2
982,1299,1172350,2
983,1299,1172351,1
984,1299,1172353,4
985,1299,1172354,2
986,1299,1172357,1
987,1299,1172358,2
988,1299,1172359,1
989,1299,1172360,5
990,1299,1172940,3
991,1299,1173071,1
992,1299,1173263,2
993,1299,1173634,1
994,1299,1173638,2
995,1299,1173639,2
996,1299,1173899,1
997,1299,1175743,1
998,1299,1175763,1
999,1299,1175979,1
1000,1299,1175990,1
1001,1299,1175991,1
1002,1299,1176240,0
1003,1299,1176242,0
1004,1299,1176245,0
1005,1299,1176246,0
1006,1299,1176248,0
1007,1299,1176249,0
1008,1299,1176251,0
1009,1299,1176486,1
1010,1299,1176488,1
1011,1299,1176545,1
1012,1299,1176987,2
1013,1299,1176989,2
1014,1299,1176990,1
1015,1299,1176991,1
1016,1299,1176992,1
1017,1299,1177247,1
1018,1299,1177379,0
1019,1299,1177380,1
1020,1299,1178512,1
1021,1299,1178642,1
1022,1299,1178929,0
1023,1299,1178930,0
1024,1299,1178931,0
1025,1299,1178932,0
1026,1299,1178933,1
1027,1299,1178934,1
1028,1299,1178935,1
1029,1299,1178936,1
1030,1299,1179447,1
1031,1299,1180127,1
1032,1299,1180666,1
1033,1299,1181598,2
1034,1299,1181778,0
1035,1299,1182308,5
1036,1299,1182311,5
1037,1299,1182312,6
1038,1299,1182375,1
1039,1299,1182377,1
1040,1299,1182531,2
1041,1299,1182870,1
1042,1299,1182872,1
1043,1299,1182922,1
1044,1299,1182923,1
1045,1299,1183213,1
1046,1299,1183645,1
1047,1299,1183869,0
1048,1299,1183871,0
1049,1299,1183877,1
1050,1299,1183888,2
1051,1299,1184113,1
1052,1299,1184114,1
1053,1299,1184115,1
1054,1299,1184116,1
1055,1299,1184117,1
1056,1299,1184118,1
1057,1299,1184119,1
1058,1299,1184160,1
1059,1299,1184161,1
1060,1299,1184164,1
1061,1299,1184165,1
1062,1299,1184166,1
1063,1299,1184168,1
1064,1299,1184169,1
1065,1299,1184170,1
1066,1299,1184625,1
1067,1299,1184632,1
1068,1299,1184857,1
1069,1299,1185817,2
1070,1299,1185818,4
1071,1299,1185819,5
1072,1299,1185830,2
1073,1299,1185831,5
1074,1299,1185853,1
1075,1299,1186023,1
1076,1299,1186025,1
1077,1299,1186026,1
1078,1299,1186815,1
1079,1299,1186817,1
1080,1299,1186823,3
1081,1299,1187308,11
1082,1299,1187667,1
1083,1299,1187669,3
1084,1299,1188207,1
1085,1299,1188210,1
1086,1299,1188211,1
1087,1299,1188215,1
1088,1299,1188216,1
1089,1299,1188299,1
1090,1299,1189892,1
1091,1299,1189961,1
1092,1299,1190768,1
1093,1299,1191605,1
1094,1299,1191607,1
1095,1299,1191609,1
1096,1299,1191810,3
1097,1299,1194609,2
1098,1299,1194719,1
1099,1299,1194821,17
1100,1299,1195341,1
1101,1299,1196805,2
1102,1299,1196806,2
1103,1299,1196810,2
1104,1299,1196814,1
1105,1299,1196815,1
1106,1299,1196816,1
1107,1299,1196817,1
1108,1299,1197068,1
1109,1299,1200942,1
1110,1299,1217186,2
1111,1299,1225822,10
1112,1299,1229028,1
1113,1299,1230147,3
1114,1299,1236941,4
1115,1299,1248029,132
1116,1299,1259216,1
1117,1299,1262483,14
1118,1299,1262520,6
1119,1299,1267471,2
1120,1299,1288797,1
1121,1299,1289206,1
1122,1299,1289305,1
1123,1299,1289312,1
1124,1299,1322095,1
1125,1299,1333534,1
1126,1299,1351897,1
1127,1299,1354041,1
1128,1299,1356052,2
1129,1299,1358407,3
1130,1299,1366365,1
1131,1299,1368031,1
1132,1299,1368048,1
1133,1299,1373356,2
1134,1299,1374025,3
1135,1299,1381788,2
1136,1299,1383096,1
1137,1299,1389593,1
1138,1299,1390025,7
1139,1299,1390032,6
1140,1299,1390902,1
1141,1299,1399035,1
1142,1299,1399042,1
1143,1299,1402070,14
1144,1299,1402087,14
1145,1299,1402094,10
1146,1299,1402117,13
1147,1299,1402131,13
1148,1299,1402148,13
1149,1299,1402452,1
1150,1299,1415759,1
1151,1299,1421996,1
1152,1299,1427189,1
1153,1299,1427271,2
1154,1299,1428759,1
1155,1299,1431797,1
1156,1299,1434958,7
1157,1299,1434965,7
1158,1299,1447415,1
1159,1299,1447446,1
1160,1299,1447842,1
1161,1299,1456394,1
1162,1299,1460599,100
1163,1299,1463316,1
1164,1299,1471182,3
1165,1299,1474053,2
1166,1299,1482331,2
1167,1299,1489590,3
1168,1299,1527766,1
1169,1299,1537000,0
1170,1299,1543032,2
1171,1299,1551792,18
1172,1299,1559019,1
1173,1299,1596557,5
1174,1299,1596588,6
1175,1299,1597196,1
1176,1299,1597868,15
1177,1299,1597912,13
1178,1299,1600681,1
1179,1299,1617559,1
1180,1299,1624748,2
1181,1299,1642926,3
1182,1299,1650532,1
1183,1299,1650556,2
1184,1299,1657401,1
1185,1299,1659115,1
1186,1299,1659351,1
1187,1299,1670837,1
1188,1299,1695953,1
1189,1299,1765083,1
1190,1299,1775174,16
1191,1299,1779295,1
1192,1299,1852172,1
1193,1299,1855029,1
1194,1299,1858785,0
1195,1299,1858846,0
1196,1299,1858860,0
1197,1299,1859027,1
1198,1299,1860443,0
1199,1299,1914795,3
1200,1299,1964004,1
1201,1299,1970319,1
1202,1299,1995039,1
1203,1299,2000084,1
1204,1299,2009469,2
1205,1299,2013992,1
1206,1299,2020587,1
1207,1299,2026480,1
1208,1299,2034904,14
1209,1299,2035215,12
1210,1299,2045559,2
1211,1299,2047317,0
1212,1299,2086569,1
1213,1299,2087320,1
1214,1299,2112121,1
1215,1299,2131245,1
1216,1299,2163994,5
1217,1299,2191690,1
1218,1299,2216973,3
1219,1299,2226989,1
1220,1299,2235820,1
1221,1299,2242507,4
1222,1299,2242552,1
1223,1299,2254555,1
1224,1299,2261980,1
1225,1299,2262284,1
1226,1299,2277226,9
1227,1299,2285207,2
1228,1299,2285610,1
1229,1299,2306452,20
1230,1299,2325873,1
1231,1299,2331515,1
1232,1299,2331539,2
1233,1299,2331638,1
1234,1299,2336770,2
1235,1299,2336787,1
1236,1299,2336916,1
1237,1299,2336923,3
1238,1299,2336954,2
1239,1299,2344034,1
1240,1299,2352510,1
1241,1299,2362250,3
1242,1299,2363196,1
1243,1299,2366487,2
1244,1299,2373676,1
1245,1299,2388472,1
1246,1299,2411422,1
1247,1299,2415840,4
1248,1299,2436135,2
1249,1299,2436593,2
1250,1299,2450421,1
1251,1299,2475479,1
1252,1299,2488752,1
1253,1299,2489629,10
1254,1299,2493633,1
1255,1299,2496276,5
1256,1299,2496610,1
1257,1299,2496634,6
1258,1299,2496658,6
1259,1299,2496702,6
1260,1299,2501697,1
1261,1299,2524191,1
1262,1299,2524207,1
1263,1299,2532745,2
1264,1299,3037805,1
1265,1299,3044636,7
